Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDV21,281.473458648,OUT019
FDB53,2468.17388851,OUT046
DRP47,572.471385798,OUT019
FDA14,2463.33491527,OUT013
DRC24,2474.36446844,OUT035
FDW21,1571.37477849,OUT018
NCH29,1535.63062563,OUT046
FDU58,3062.68690269,OUT013
FDY27,2881.19110274,OUT017
FDV56,1597.56183119,OUT035
FDT59,3844.02270687,OUT046
FDB23,3804.44039592,OUT046
FDR49,758.799197402,OUT045
FDB03,573.232015264,OUT010
FDN39,2565.02672985,OUT045
FDX02,5865.37538751,OUT027
FDQ16,2887.84399777,OUT027
FDU35,1553.94549481,OUT018
NCT29,2018.86280356,OUT013
FDZ27,760.961529884,OUT046
FDN57,2045.45543727,OUT017
FDA03,2465.68488691,OUT018
FDZ36,3062.68690269,OUT045
NCU05,1353.31721688,OUT013
FDT39,2470.68275157,OUT018
FDK60,1533.78989619,OUT017
FDZ25,2748.88916472,OUT017
FDG12,2018.86280356,OUT046
DRB01,511.508852338,OUT019
NCC43,5865.37538751,OUT027
FDX13,570.395810349,OUT019
FDM22,904.257781174,OUT049
FDJ03,1021.35979524,OUT027
FDU14,3803.63312782,OUT018
FDB33,384.454445922,OUT010
FDP27,3062.68690269,OUT046
FDO38,160.773370811,OUT010
FDE28,5865.37538751,OUT027
FDO27,1535.63062563,OUT035
DRL23,2880.32272503,OUT027
FDS28,963.645744133,OUT046
FDX24,1516.20568349,OUT013
FDZ02,1535.63062563,OUT035
FDL46,1927.63914736,OUT045
FDS60,4738.40257557,OUT027
NCO06,650.878424482,OUT017
FDO16,1453.28652765,OUT035
FDC60,1467.20229278,OUT049
FDA48,3544.44328144,OUT018
FDZ36,5108.11681482,OUT027
FDK27,2016.03367482,OUT045
FDW23,653.45056115,OUT018
FDM14,1676.58126467,OUT018
FDM14,1585.57661598,OUT013
FDW60,2878.46549988,OUT018
FDE21,1923.15875246,OUT013
NCM42,1599.87238697,OUT035
FDY59,227.482375117,OUT010
DRI49,1379.37839458,OUT049
FDT28,364.252377484,OUT019
FDQ22,654.343488251,OUT018
FDR60,1334.44187095,OUT049
FDC50,235.082606027,OUT019
FDV24,2470.68275157,OUT013
DRF48,488.500529985,OUT010
FDQ47,682.453165921,OUT046
DRN36,1535.63062563,OUT049
NCY06,2029.11730274,OUT035
FDE52,1497.34792616,OUT035
NCB54,2026.10558744,OUT045
NCF31,2472.57457342,OUT035
FDJ08,5114.43724763,OUT027
NCC07,1580.57099064,OUT017
NCD19,1186.50740794,OUT027
FDL46,1963.36586185,OUT049
FDM20,3909.53631079,OUT045
NCI06,446.188097653,OUT010
DRM11,4062.54313499,OUT035
NCH07,2548.63961573,OUT018
FDS23,2033.79439196,OUT013
FDO49,732.906050444,OUT018
FDS35,1115.49744205,OUT049
DRK39,1415.38708384,OUT045
DRI39,963.645744133,OUT049
FDV04,2545.65358149,OUT017
NCN14,3062.68690269,OUT035
FDH08,3829.20647688,OUT013
FDS20,3062.68690269,OUT046
FDV40,1181.14236287,OUT049
FDZ48,261.010770161,OUT010
FDS24,2518.84601817,OUT027
FDK44,2851.98521375,OUT049
FDS48,2468.17388851,OUT045
FDK26,490.786778931,OUT010
FDD23,3062.68690269,OUT045
NCH54,2554.34065004,OUT017
NCP14,240.449076625,OUT010
FDM60,130.91771891,OUT010
FDV24,2470.68275157,OUT017
FDH08,3611.8483034,OUT018
FDS12,2995.95332943,OUT027
FDR39,4779.93382976,OUT027
FDP12,946.965310522,OUT027
DRF60,5865.37538751,OUT027
FDC09,1580.57099064,OUT035
FDF50,3068.79413625,OUT018
FDG28,3909.53631079,OUT035
NCE19,912.907320257,OUT017
NCM53,251.78207167,OUT010
NCN18,1693.84438334,OUT049
FDF32,3129.4801218,OUT035
FDF11,3896.66395527,OUT013
DRI59,3820.9010845,OUT049
NCG54,2751.26070246,OUT035
FDM44,1567.49977568,OUT046
FDT57,3658.57474573,OUT018
FDV24,2470.68275157,OUT046
FDI50,571.268165027,OUT019
FDS09,777.480829482,OUT035
NCC31,4062.26211153,OUT027
FDQ07,573.625498633,OUT019
FDC22,3062.68690269,OUT017
FDZ56,2748.88916472,OUT046
FDZ40,130.91771891,OUT019
FDS46,2932.03936903,OUT027
DRD24,2047.62927459,OUT045
FDV45,3062.68690269,OUT017
FDL26,2497.38938016,OUT045
FDA56,2018.86280356,OUT018
FDN27,1932.57386317,OUT046
FDM20,3907.44821488,OUT049
FDO16,1388.76286481,OUT017
FDL03,3062.68690269,OUT035
FDE58,1927.63914736,OUT046
FDI02,2921.81061744,OUT027
NCC55,130.91771891,OUT019
FDR03,3303.22907905,OUT018
FDB14,1516.20568349,OUT017
FDR45,3899.77584191,OUT013
NCN07,2033.79439196,OUT017
FDM51,247.49926414,OUT019
FDT52,5866.20685047,OUT027
FDL26,2478.70319756,OUT046
NCZ42,3888.21158752,OUT046
DRI47,365.416785583,OUT019
FDW40,2053.46213133,OUT013
FDN34,2748.88916472,OUT046
FDS01,2891.05844185,OUT035
NCG55,1923.15875246,OUT045
FDC11,1471.29416101,OUT035
FDX35,3600.53161304,OUT018
NCB06,2548.63961573,OUT046
FDR09,572.07790243,OUT019
FDC53,1533.78989619,OUT017
FDY45,4023.68824554,OUT013
FDA22,390.089383983,OUT010
FDE02,1535.63062563,OUT035
FDW21,1567.49977568,OUT045
FDV34,1160.21345653,OUT046
FDS59,1599.87238697,OUT049
NCW17,2029.11730274,OUT017
NCK54,1927.63914736,OUT046
FDG17,571.268165027,OUT019
FDG35,2851.98521375,OUT017
FDD08,130.91771891,OUT010
NCO07,3675.06365503,OUT017
FDJ10,278.586776477,OUT010
FDW36,1580.57099064,OUT017
FDW21,239.044445378,OUT010
FDY19,1932.57386317,OUT017
DRE03,729.68869198,OUT013
NCC55,685.025302589,OUT049
FDH52,133.884729006,OUT010
FDO09,4078.38954265,OUT017
FDU43,3891.49544913,OUT045
FDX09,420.990597667,OUT010
FDH40,198.730105767,OUT019
FDW58,1580.57099064,OUT017
FDC47,3826.38042385,OUT017
NCR41,1535.63062563,OUT035
DRG49,3882.83216296,OUT035
FDC52,4045.92413118,OUT027
FDY13,1168.05967217,OUT046
FDY35,656.842103482,OUT013
FDI35,3047.0835934,OUT017
NCU18,2053.46213133,OUT049
FDY33,2548.63961573,OUT018
FDC15,4195.64881367,OUT027
FDU01,3062.68690269,OUT049
NCU42,2751.26070246,OUT046
NCV29,2878.46549988,OUT018
NCY30,3062.68690269,OUT017
FDQ46,1723.8463554,OUT049
FDG58,4062.26211153,OUT027
FDK33,3676.36917849,OUT017
NCD07,1921.09980118,OUT045
NCX29,3991.26455569,OUT027
NCT42,2465.68488691,OUT013
DRN59,755.476241958,OUT035
FDI44,1344.09847723,OUT035
FDA45,2881.19110274,OUT049
FDP31,1115.49744205,OUT045
FDY01,1921.09980118,OUT046
FDT09,2036.49678893,OUT018
DRH03,2823.06447212,OUT027
FDA36,3059.96129984,OUT018
NCF31,2478.70319756,OUT017
FDG14,2470.68275157,OUT049
FDG28,5865.37538751,OUT027
FDU14,4032.84912617,OUT049
FDY47,286.352886251,OUT019
FDI56,1496.60834893,OUT049
DRD01,918.768841631,OUT013
FDM22,960.027918636,OUT046
FDH33,655.130215717,OUT013
DRZ24,1951.62532813,OUT013
NCQ38,1580.57099064,OUT046
FDO16,2277.38328714,OUT027
FDU07,4032.26241266,OUT027
NCB07,3062.68690269,OUT013
FDU48,2036.49678893,OUT045
NCM43,2563.6855231,OUT045
FDR31,364.575673881,OUT010
DRK49,655.130215717,OUT018
NCI30,573.407747692,OUT010
DRD60,3016.28493832,OUT017
NCG19,3858.886988,OUT046
FDH12,1580.57099064,OUT035
FDM32,1517.96574319,OUT035
FDM27,2497.38938016,OUT035
NCU53,4292.00475532,OUT027
NCQ18,1548.28347327,OUT046
FDS10,2935.32864779,OUT013
FDB33,4195.64881367,OUT027
FDI12,1439.7539446,OUT013
NCW42,3767.155979,OUT013
NCC06,2029.11730274,OUT018
FDW02,2021.21602276,OUT017
NCD43,1580.57099064,OUT017
FDM57,1455.58450693,OUT018
FDA58,3895.50468803,OUT017
FDK56,3062.68690269,OUT046
FDP52,3844.9509121,OUT045
FDW20,2021.21602276,OUT018
FDS52,1562.69027635,OUT049
NCT29,2008.734254,OUT018
NCL54,2869.64679719,OUT013
FDC05,3075.68143507,OUT045
FDF34,3062.68690269,OUT035
FDP03,2991.70395263,OUT027
FDD32,192.458457464,OUT010
FDZ10,2029.11730274,OUT045
FDZ40,960.027918636,OUT035
FDD51,655.9614427,OUT018
NCY30,426.551669931,OUT019
FDP58,3726.89968184,OUT017
FDV49,4074.54286454,OUT017
FDY24,130.91771891,OUT019
NCO55,1580.57099064,OUT017
FDR13,1927.63914736,OUT017
FDS51,995.822040047,OUT017
FDP26,1580.57099064,OUT045
NCB54,3008.78802092,OUT027
FDF32,3062.68690269,OUT017
FDN31,3059.96129984,OUT018
DRM48,650.878424482,OUT017
FDN20,2748.88916472,OUT049
DRL01,3835.16409212,OUT046
FDV56,1580.57099064,OUT049
DRH13,2887.84399777,OUT027
FDA03,2465.68488691,OUT017
FDF47,5865.37538751,OUT027
FDX32,2465.68488691,OUT046
FDX57,1535.63062563,OUT049
NCA30,3062.68690269,OUT045
FDO49,731.117908974,OUT013
FDL04,248.16171349,OUT019
DRM48,682.453165921,OUT035
FDR16,3674.26165932,OUT013
NCC19,3059.96129984,OUT018
NCE42,3883.59435326,OUT045
FDY24,911.705949809,OUT017
FDH19,2851.98521375,OUT049
FDJ46,2851.98521375,OUT013
FDN45,572.07790243,OUT010
FDY08,2045.45543727,OUT035
FDZ37,1467.88082749,OUT035
NCT30,760.961529884,OUT045
DRY23,655.130215717,OUT018
NCZ30,2018.86280356,OUT018
FDC44,1893.21499672,OUT018
FDB45,1580.57099064,OUT035
FDY04,2556.96531209,OUT013
FDM27,2548.63961573,OUT046
FDZ43,3907.29634873,OUT017
FDT39,368.325994679,OUT019
NCC06,281.538761065,OUT019
FDL15,4062.26211153,OUT027
FDL57,4041.21547524,OUT017
FDU08,1540.22727712,OUT046
FDK40,4096.21295012,OUT017
FDQ12,569.720568824,OUT010
FDS48,2470.68275157,OUT017
FDP09,3668.17886232,OUT045
FDW21,1548.28347327,OUT049
FDY25,3016.28493832,OUT035
DRE13,1434.08994352,OUT017
FDV43,130.91771891,OUT019
FDD22,1723.8463554,OUT045
FDM46,232.950483509,OUT019
NCO30,475.363406027,OUT010
FDM25,2851.98521375,OUT046
NCN41,2018.86280356,OUT049
FDU24,1519.96047896,OUT045
FDZ50,3062.68690269,OUT046
FDP45,3996.8876814,OUT013
NCM54,2021.21602276,OUT045
FDW10,419.570120441,OUT019
FDP20,2029.11730274,OUT017
FDK32,2470.68275157,OUT046
FDN52,1474.66585642,OUT049
FDM58,1693.84438334,OUT045
FDZ46,2917.22947561,OUT027
NCA18,1927.63914736,OUT018
FDD35,2018.86280356,OUT046
NCK31,762.390746878,OUT035
FDI40,2862.14985319,OUT027
FDT50,237.306893292,OUT019
NCT06,2563.6855231,OUT046
FDT31,3062.68690269,OUT035
FDT45,904.257781174,OUT049
FDT13,3062.68690269,OUT045
FDO50,1497.54563734,OUT045
NCU18,278.00053525,OUT010
NCR54,3062.68690269,OUT049
NCO18,2878.46549988,OUT018
FDU09,963.645744133,OUT045
FDT13,3059.96129984,OUT018
FDE09,1723.8463554,OUT046
NCK53,247.812739603,OUT019
FDG45,3675.29787621,OUT049
DRH15,703.073546,OUT035
FDO21,571.268165027,OUT019
FDD14,5108.94827778,OUT027
FDC09,1580.57099064,OUT046
FDH45,952.04832874,OUT027
FDV32,1116.64790943,OUT046
FDG12,1969.3571696,OUT035
FDS32,2045.45543727,OUT013
NCL55,3811.40599171,OUT018
DRE01,3880.58429997,OUT035
DRE15,1338.58799156,OUT049
NCL42,3888.38770824,OUT045
FDP31,1050.7994639,OUT013
FDN33,1542.85874416,OUT018
FDZ59,2563.6855231,OUT046
FDE45,423.998960935,OUT010
FDJ07,1951.62532813,OUT013
FDQ45,3059.96129984,OUT018
FDM33,5865.37538751,OUT027
FDO15,153.456884666,OUT010
FDM46,1516.20568349,OUT013
FDR03,3438.68482587,OUT045
FDY49,2679.82572793,OUT018
FDQ60,1963.36586185,OUT045
FDW10,2851.98521375,OUT049
FDO51,696.537421351,OUT049
FDJ40,1598.89536388,OUT018
FDS20,3057.19601981,OUT018
FDU45,1798.28789679,OUT013
FDV02,2751.26070246,OUT035
FDN09,3903.74510431,OUT046
NCM55,5108.94827778,OUT027
FDN23,2453.29370937,OUT018
FDY31,366.009444248,OUT010
FDW03,240.449076625,OUT010
FDD14,3062.68690269,OUT046
FDV23,2021.21602276,OUT017
DRI03,2851.98521375,OUT045
FDN13,1548.28347327,OUT035
FDF45,1246.3565078,OUT027
FDU46,1471.29416101,OUT035
FDB57,3765.65008515,OUT049
FDV12,1548.28347327,OUT049
FDQ58,2470.68275157,OUT013
NCA18,1921.09980118,OUT017
FDH52,1042.38229857,OUT049
FDM24,2468.17388851,OUT018
NCP43,4795.97419018,OUT027
NCO18,424.535291215,OUT019
FDM32,1495.8490902,OUT017
NCL07,652.536777538,OUT017
FDK03,4006.93153313,OUT013
FDP59,1575.23184024,OUT017
FDQ24,4015.15338617,OUT049
FDQ16,1599.87238697,OUT018
FDU44,2548.63961573,OUT013
FDH28,130.91771891,OUT010
FDV28,130.91771891,OUT019
FDM22,951.386518317,OUT045
FDR56,3062.68690269,OUT046
FDV39,3062.68690269,OUT049
FDU37,171.828312554,OUT019
FDQ11,570.874681658,OUT010
FDX02,3787.59770777,OUT045
NCS42,1542.85874416,OUT018
FDY57,2823.06447212,OUT027
FDB21,3884.73782154,OUT049
FDE28,3863.36078389,OUT017
FDQ55,1893.21499672,OUT017
FDA48,3772.3783743,OUT049
FDZ19,2851.98521375,OUT045
NCC43,4004.57122451,OUT045
NCV18,1414.0034142,OUT046
NCA42,2548.63961573,OUT018
FDY45,4045.68993986,OUT046
NCC30,2935.32864779,OUT045
FDM57,1437.92197032,OUT013
FDL09,390.815043898,OUT010
FDB09,2991.70395263,OUT027
FDT44,1963.36586185,OUT035
NCT06,4284.8027791,OUT027
FDX26,3062.68690269,OUT049
FDK32,2478.70319756,OUT013
DRA12,2053.46213133,OUT046
FDO46,488.850088912,OUT010
FDE52,1449.64539917,OUT013
NCH42,3827.86661767,OUT045
FDV08,686.704957156,OUT035
FDB47,3465.16644031,OUT018
FDC28,261.597011388,OUT010
FDD22,1895.4873725,OUT046
FDS07,2921.81061744,OUT027
DRI13,3710.51055568,OUT045
FDG32,3553.42290702,OUT018
FDU14,4048.12572813,OUT017
FDD28,130.91771891,OUT019
NCP41,1599.87238697,OUT017
FDS08,2851.98521375,OUT049
FDX47,2525.30070665,OUT045
FDC53,246.426108373,OUT019
FDQ19,3902.78027447,OUT035
FDL14,2484.2595918,OUT045
FDM33,572.471385798,OUT019
FDA51,1893.21499672,OUT045
FDZ27,731.47683345,OUT018
FDT04,686.704957156,OUT046
DRC13,2021.21602276,OUT049
FDR16,5865.37538751,OUT027
FDQ03,5865.37538751,OUT027
FDE38,2706.26952624,OUT035
DRH23,1204.49808618,OUT027
FDT11,490.393295563,OUT019
FDD09,2946.33394989,OUT035
FDR40,1415.38708384,OUT045
FDX07,3062.68690269,OUT017
FDR07,1535.63062563,OUT035
FDA51,1898.18356535,OUT017
FDT59,571.353875524,OUT019
FDF20,3062.68690269,OUT017
FDR13,1921.09980118,OUT045
FDY26,3672.26167117,OUT049
FDW04,2033.79439196,OUT017
FDK52,3852.07971143,OUT017
FDN60,2523.91572284,OUT049
FDM09,413.03478431,OUT019
FDP46,1475.82344908,OUT049
FDB50,171.214328558,OUT019
NCQ29,4042.77499204,OUT049
FDP16,5866.20685047,OUT027
FDX33,2554.34065004,OUT018
FDP07,517.051810966,OUT010
FDN22,4020.27073666,OUT046
FDF39,4059.89109866,OUT049
FDS21,980.200902195,OUT017
NCM42,1580.57099064,OUT013
FDK50,386.937508878,OUT019
DRF13,4025.75220096,OUT027
FDH35,2558.43757712,OUT018
FDP60,1553.94549481,OUT018
DRJ49,3008.78802092,OUT027
NCT42,365.980308768,OUT019
FDE38,2700.7343982,OUT049
FDI04,3075.68143507,OUT049
NCH54,2531.78638454,OUT045
FDT56,978.369437972,OUT049
DRD15,3617.90710504,OUT018
FDV58,3062.68690269,OUT013
FDP21,3062.68690269,OUT049
FDH05,3827.46653672,OUT013
FDR10,4259.89030692,OUT027
NCP06,2468.17388851,OUT045
FDF33,1580.57099064,OUT049
DRK37,3062.68690269,OUT013
DRH49,1422.27390466,OUT045
FDT58,2695.54594365,OUT013
FDD41,1584.44599346,OUT018
FDP40,1688.90281425,OUT018
FDM51,2862.14985319,OUT027
FDO45,197.17649312,OUT010
FDW33,240.449076625,OUT010
FDY24,960.027918636,OUT045
FDB10,570.657261581,OUT010
FDM40,2053.46213133,OUT035
NCI06,3016.28493832,OUT017
FDW12,339.585008618,OUT019
FDX48,4076.28255373,OUT027
NCW05,2880.32272503,OUT027
FDX27,1533.78989619,OUT017
DRM37,3075.68143507,OUT045
FDA38,3885.43612677,OUT045
FDR36,685.918229689,OUT046
FDZ45,3111.42959413,OUT046
FDG05,2548.63961573,OUT017
FDK28,4052.23318606,OUT013
FDV47,1454.75050065,OUT045
FDN21,2548.63961573,OUT045
FDP20,2995.95332943,OUT027
FDI35,3047.0835934,OUT045
DRY23,655.9614427,OUT013
FDA56,2018.86280356,OUT017
FDB09,2018.86280356,OUT013
NCO26,2932.03936903,OUT027
FDQ49,2507.82782062,OUT018
FDI52,2991.70395263,OUT027
FDZ44,2932.03936903,OUT027
FDZ09,2560.95992024,OUT018
FDY03,1893.21499672,OUT049
NCG42,2033.79439196,OUT017
DRI13,5865.37538751,OUT027
FDQ32,2021.21602276,OUT013
FDW16,1499.02519414,OUT035
FDU27,760.961529884,OUT046
FDR28,387.932202588,OUT010
FDQ49,384.114306982,OUT010
FDS37,1921.09980118,OUT046
FDW26,3530.66270697,OUT018
FDX12,3696.51032723,OUT018
NCP06,2468.17388851,OUT013
FDW45,364.247883787,OUT010
NCN30,1535.63062563,OUT049
FDN24,904.257781174,OUT049
NCL41,946.965310522,OUT027
FDR02,262.063070258,OUT019
FDD09,442.869380556,OUT010
FDS33,197.17649312,OUT010
FDU22,2006.5833476,OUT045
FDI53,2556.96531209,OUT013
DRH01,2851.98521375,OUT049
FDX32,2053.46213133,OUT013
NCP30,654.343488251,OUT018
FDB60,3062.68690269,OUT045
FDB14,1519.96047896,OUT049
NCP02,963.645744133,OUT035
FDJ10,2045.45543727,OUT017
FDG34,1688.90281425,OUT046
NCB18,1460.27528131,OUT017
FDM16,1165.71506675,OUT049
FDW25,1455.54050563,OUT018
FDB35,223.124894288,OUT010
DRN11,2100.42506375,OUT013
FDF41,570.263778213,OUT019
FDH16,1478.06355891,OUT045
NCQ50,3472.34850378,OUT018
DRH23,953.777305996,OUT018
DRJ37,2470.68275157,OUT013
DRJ24,5108.94827778,OUT027
FDY16,3062.68690269,OUT035
FDQ27,1580.57099064,OUT045
FDZ33,2468.17388851,OUT045
FDF29,2036.49678893,OUT045
FDA08,2556.96531209,OUT049
FDG31,1115.49744205,OUT046
FDE34,467.544264628,OUT019
NCR30,1417.1319778,OUT027
FDV33,4049.94487921,OUT035
DRZ24,2016.03367482,OUT018
NCL54,2851.98521375,OUT035
FDR12,2851.98521375,OUT049
NCC54,3867.4193878,OUT046
DRN59,723.571161578,OUT013
FDX50,263.771608384,OUT019
FDV31,4737.57111261,OUT027
NCA29,4405.67861685,OUT027
FDW60,2869.64679719,OUT049
FDX08,3062.68690269,OUT017
DRD49,3860.31448766,OUT013
FDD33,3853.20495377,OUT046
FDW35,655.130215717,OUT013
FDJ36,1580.57099064,OUT017
FDV51,2629.32346782,OUT035
FDW36,1580.57099064,OUT046
FDH35,2563.6855231,OUT046
NCS30,3015.30437464,OUT027
FDN49,653.45056115,OUT017
FDL08,3693.66068464,OUT018
FDI09,3890.56387106,OUT013
FDP19,2033.79439196,OUT018
FDU21,130.91771891,OUT010
NCP41,1580.57099064,OUT045
FDY10,1832.90103632,OUT013
FDP12,650.878424482,OUT018
NCN26,1921.09980118,OUT049
FDK44,2851.98521375,OUT013
FDC28,1599.87238697,OUT049
FDJ41,5866.20685047,OUT027
NCT29,2021.21602276,OUT035
NCH42,570.874681658,OUT019
FDU60,2685.08261258,OUT018
FDS02,3062.68690269,OUT045
FDC51,2018.86280356,OUT046
FDU03,3062.68690269,OUT013
FDX39,3675.11974349,OUT045
NCY05,130.91771891,OUT010
NCL06,5866.20685047,OUT027
FDD32,1350.18732298,OUT035
NCN41,2018.86280356,OUT045
NCX53,2053.46213133,OUT049
FDU57,367.991485489,OUT019
FDQ23,1580.57099064,OUT046
FDQ52,4003.38932615,OUT045
FDC14,685.918229689,OUT045
FDY09,2869.64679719,OUT035
FDQ28,2499.81866047,OUT045
FDV25,3781.00904735,OUT046
FDJ07,1923.15875246,OUT035
DRB25,1580.57099064,OUT049
FDK52,572.471385798,OUT019
FDY52,1345.0883929,OUT027
FDB28,3062.68690269,OUT046
FDT36,682.453165921,OUT035
FDV25,3801.24071944,OUT017
NCN07,3015.30437464,OUT027
FDC57,3062.68690269,OUT017
FDQ03,3668.28290671,OUT018
FDU23,2687.80821543,OUT017
NCX41,3665.7819358,OUT035
NCD06,759.629777881,OUT035
FDW08,1580.57099064,OUT045
NCU29,2461.19859771,OUT017
NCE06,2548.63961573,OUT013
FDV52,270.733388254,OUT010
FDB02,2869.64679719,OUT017
NCR18,687.536184138,OUT045
FDK16,1535.63062563,OUT049
NCQ29,571.811374416,OUT010
FDZ01,247.361323487,OUT019
FDW27,2519.02769487,OUT035
FDD17,3665.65370873,OUT018
FDW39,2869.64679719,OUT013
DRH59,1144.33930178,OUT045
FDS52,1569.97078261,OUT013
FDU40,5731.79904755,OUT027
NCF54,2851.98521375,OUT013
FDH46,1580.57099064,OUT045
NCP14,1580.57099064,OUT049
FDH50,3062.68690269,OUT049
DRF15,368.742915945,OUT010
FDV27,2518.84601817,OUT027
NCJ06,2016.03367482,OUT049
FDN02,3294.56644022,OUT018
FDQ51,755.476241958,OUT049
FDQ07,3781.50811946,OUT017
FDS45,1580.57099064,OUT049
NCJ06,2018.86280356,OUT045
FDD36,1927.63914736,OUT035
FDY25,3062.68690269,OUT045
FDU52,2486.95042653,OUT046
DRK47,3852.45271303,OUT017
NCL30,2029.11730274,OUT017
FDN22,4020.27073666,OUT035
NCF30,2995.95332943,OUT027
FDK03,4021.65351332,OUT035
FDT45,912.907320257,OUT017
NCC54,5866.20685047,OUT027
FDP08,3059.96129984,OUT018
FDU44,2556.96531209,OUT046
DRG39,904.257781174,OUT035
FDU32,2018.86280356,OUT049
FDY27,2916.16577712,OUT049
NCP54,2018.86280356,OUT013
NCZ41,2021.21602276,OUT049
DRL49,2182.95422248,OUT013
FDI05,1350.04734793,OUT018
FDY56,3819.40430362,OUT045
DRC13,2021.21602276,OUT013
NCV29,2935.32864779,OUT017
FDR24,1493.88782339,OUT049
FDZ34,3059.96129984,OUT018
FDP37,2021.21602276,OUT035
FDX08,4780.76529272,OUT027
FDS57,2053.46213133,OUT045
NCG18,1580.57099064,OUT049
FDK25,2746.16356187,OUT018
FDH53,1349.2345331,OUT049
DRI59,3584.1366801,OUT018
FDA52,2873.96042478,OUT046
FDT20,130.91771891,OUT010
FDE36,387.170831803,OUT019
FDI24,2851.98521375,OUT017
FDB28,3103.8453249,OUT018
FDV11,2872.09489938,OUT017
FDP01,2478.70319756,OUT046
FDD34,4259.89030692,OUT027
FDJ50,1053.72512755,OUT027
FDZ44,1951.62532813,OUT013
DRO59,1214.75131887,OUT035
DRB48,685.918229689,OUT045
FDR21,2849.2596109,OUT018
NCE42,573.082289244,OUT010
FDO23,1519.96047896,OUT046
NCE30,3457.93575712,OUT018
FDQ22,682.453165921,OUT035
FDY01,1921.09980118,OUT045
FDS08,2881.19110274,OUT017
FDG28,3695.94127607,OUT018
FDQ51,731.47683345,OUT018
FDB05,4016.81545506,OUT017
FDO56,1927.63914736,OUT049
FDE02,1542.85874416,OUT018
FDN45,3788.94816358,OUT017
FDS09,731.117908974,OUT013
NCA54,3015.59062544,OUT018
FDP09,570.033624481,OUT010
FDC53,1548.28347327,OUT045
NCM55,3062.68690269,OUT017
FDL09,2746.16356187,OUT018
FDA11,233.254700801,OUT019
FDA50,1535.63062563,OUT045
FDC23,2935.32864779,OUT017
FDE22,2548.63961573,OUT049
FDD23,3062.68690269,OUT046
NCA29,2851.98521375,OUT049
FDK38,2465.68488691,OUT046
DRC13,2018.86280356,OUT046
NCP43,2935.32864779,OUT049
FDX28,1548.28347327,OUT049
FDF08,1496.60834893,OUT049
FDZ33,2468.17388851,OUT046
FDD10,2916.16577712,OUT049
FDO58,2554.34065004,OUT017
FDI50,3864.39459565,OUT017
FDO58,2565.02672985,OUT045
FDX08,3016.28493832,OUT013
NCK17,130.91771891,OUT010
FDF39,4071.6164562,OUT035
FDU45,266.89246775,OUT010
NCJ18,1932.57386317,OUT018
DRC27,571.679333973,OUT019
DRC25,1457.83099585,OUT035
